,Party 1,Party 2,Source,Target,Weight,Type
84219,D,D,Donald Norcross,Debbie Wasserman Schultz,0.8060650471376165,Undirected
84221,D,D,Donald Norcross,Timothy Walz,0.8642930141966398,Undirected
84222,D,D,Donald Norcross,Peter Welch,0.8271506174901891,Undirected
84225,D,D,Donald Norcross,Frederica Wilson,0.835023229676703,Undirected
84236,D,D,Donald Norcross,Bonnie Watson Coleman,0.87498227593345,Undirected
84238,D,D,Donald Norcross,John Yarmuth,0.8345733111737934,Undirected
84534,D,D,Beto O'Rourke,Frank Pallone,0.8850875146261445,Undirected
84535,D,D,Beto O'Rourke,Bill Pascrell,0.8740780916341402,Undirected
84536,D,D,Beto O'Rourke,Nancy Pelosi,0.8971608727665814,Undirected
84537,D,D,Beto O'Rourke,Collin Peterson,0.6340941162784532,Undirected
84539,D,D,Beto O'Rourke,David Price,0.8922230960435966,Undirected
84543,D,D,Beto O'Rourke,Ed Perlmutter,0.8785716273393335,Undirected
84545,D,D,Beto O'Rourke,Chellie Pingree,0.9221713414733054,Undirected
84546,D,D,Beto O'Rourke,Jared Polis,0.8650833896634742,Undirected
84550,D,D,Beto O'Rourke,Donald Payne,0.8211102846259098,Undirected
84553,D,D,Beto O'Rourke,Mark Pocan,0.9211182000072456,Undirected
84554,D,D,Beto O'Rourke,Scott Peters,0.8178894968662263,Undirected
84557,D,D,Beto O'Rourke,Mike Quigley,0.8891532971161046,Undirected
84558,D,D,Beto O'Rourke,Charles Rangel,0.8918668770460983,Undirected
84562,D,D,Beto O'Rourke,Lucille Roybal-Allard,0.8950975215132634,Undirected
84564,D,D,Beto O'Rourke,Bobby Rush,0.8443368248524818,Undirected
84567,D,D,Beto O'Rourke,C. Ruppersberger,0.7992209628197278,Undirected
84568,D,D,Beto O'Rourke,Tim Ryan,0.8700571478092793,Undirected
84576,D,D,Beto O'Rourke,Cedric Richmond,0.8642536644596327,Undirected
84583,D,D,Beto O'Rourke,Raul Ruiz,0.8310387790942537,Undirected
84585,D,D,Beto O'Rourke,Kathleen Rice,0.8408917991070001,Undirected
84589,D,D,Beto O'Rourke,Loretta Sanchez,0.853031564855425,Undirected
84591,D,D,Beto O'Rourke,Robert Scott,0.853494021831128,Undirected
84593,D,D,Beto O'Rourke,José Serrano,0.8996642705595859,Undirected
84595,D,D,Beto O'Rourke,Brad Sherman,0.8836802753122629,Undirected
84597,D,D,Beto O'Rourke,Louise Slaughter,0.8726761439391582,Undirected
84598,D,D,Beto O'Rourke,Adam Smith,0.8159862318946065,Undirected
84601,D,D,Beto O'Rourke,Janice Schakowsky,0.8704897756268929,Undirected
84603,D,D,Beto O'Rourke,Adam Schiff,0.9000337558589782,Undirected
84605,D,D,Beto O'Rourke,Linda Sánchez,0.8807155625902441,Undirected
84606,D,D,Beto O'Rourke,David Scott,0.8776423842992883,Undirected
84607,D,D,Beto O'Rourke,Albio Sires,0.8769957096278117,Undirected
84608,D,D,Beto O'Rourke,John Sarbanes,0.8867149444356666,Undirected
84610,D,D,Beto O'Rourke,Jackie Speier,0.8787993110789071,Undirected
84613,D,D,Beto O'Rourke,Kurt Schrader,0.8140145357369659,Undirected
84615,D,D,Beto O'Rourke,Terri Sewell,0.8181399713841224,Undirected
84619,D,D,Beto O'Rourke,Kyrsten Sinema,0.6954010619595351,Undirected
84621,D,D,Beto O'Rourke,Eric Swalwell,0.8918956544590657,Undirected
84624,D,D,Beto O'Rourke,Bennie Thompson,0.8595767649308004,Undirected
84626,D,D,Beto O'Rourke,Mike Thompson,0.8727129188405821,Undirected
84629,D,D,Beto O'Rourke,Niki Tsongas,0.8919636923424792,Undirected
84631,D,D,Beto O'Rourke,Dina Titus,0.9016573785716993,Undirected
84632,D,D,Beto O'Rourke,Paul Tonko,0.8943578831958457,Undirected
84634,D,D,Beto O'Rourke,Mark Takano,0.930891414843659,Undirected
84635,D,D,Beto O'Rourke,Mark Takai,0.896688016379928,Undirected
84636,D,D,Beto O'Rourke,Norma Torres,0.8795484882296896,Undirected
84639,D,D,Beto O'Rourke,Nydia Velázquez,0.7419287596840791,Undirected
84640,D,D,Beto O'Rourke,Peter Visclosky,0.8294801158552418,Undirected
84641,D,D,Beto O'Rourke,Chris Van Hollen,0.9134467086172995,Undirected
84643,D,D,Beto O'Rourke,Juan Vargas,0.8884737835011366,Undirected
84644,D,D,Beto O'Rourke,Marc Veasey,0.8815395295538395,Undirected
84645,D,D,Beto O'Rourke,Filemon Vela,0.8347617658323573,Undirected
84646,D,D,Beto O'Rourke,Maxine Waters,0.8683078933624255,Undirected
84651,D,D,Beto O'Rourke,Debbie Wasserman Schultz,0.8400962599025804,Undirected
84653,D,D,Beto O'Rourke,Timothy Walz,0.8755565225360795,Undirected
84654,D,D,Beto O'Rourke,Peter Welch,0.8913133869756695,Undirected
84657,D,D,Beto O'Rourke,Frederica Wilson,0.8210379735138587,Undirected
84668,D,D,Beto O'Rourke,Bonnie Watson Coleman,0.8788581503180934,Undirected
84670,D,D,Beto O'Rourke,John Yarmuth,0.8810761052548222,Undirected
84677,D,D,Frank Pallone,Bill Pascrell,0.8834568689222699,Undirected
84678,D,D,Frank Pallone,Nancy Pelosi,0.8980056409342917,Undirected
84679,D,D,Frank Pallone,Collin Peterson,0.6635741633965997,Undirected
84681,D,D,Frank Pallone,David Price,0.8998062123544264,Undirected
84685,D,D,Frank Pallone,Ed Perlmutter,0.8539584339012052,Undirected
84687,D,D,Frank Pallone,Chellie Pingree,0.9420215723149568,Undirected
84688,D,D,Frank Pallone,Jared Polis,0.8731568105694157,Undirected
84692,D,D,Frank Pallone,Donald Payne,0.854918687741607,Undirected
84695,D,D,Frank Pallone,Mark Pocan,0.9267250429986928,Undirected
84696,D,D,Frank Pallone,Scott Peters,0.8333025491846962,Undirected
84699,D,D,Frank Pallone,Mike Quigley,0.8984342831675604,Undirected
84700,D,D,Frank Pallone,Charles Rangel,0.8990361725741025,Undirected
84704,D,D,Frank Pallone,Lucille Roybal-Allard,0.9446490952342443,Undirected
84706,D,D,Frank Pallone,Bobby Rush,0.898768707367779,Undirected
84709,D,D,Frank Pallone,C. Ruppersberger,0.7901747441498489,Undirected
84710,D,D,Frank Pallone,Tim Ryan,0.9081420645076317,Undirected
84718,D,D,Frank Pallone,Cedric Richmond,0.870031596390433,Undirected
84725,D,D,Frank Pallone,Raul Ruiz,0.8111034166866785,Undirected
84727,D,D,Frank Pallone,Kathleen Rice,0.862131582733854,Undirected
84731,D,D,Frank Pallone,Loretta Sanchez,0.887488688682695,Undirected
84733,D,D,Frank Pallone,Robert Scott,0.8553624317031923,Undirected
84735,D,D,Frank Pallone,José Serrano,0.9335686430486705,Undirected
84737,D,D,Frank Pallone,Brad Sherman,0.9103682832006481,Undirected
84739,D,D,Frank Pallone,Louise Slaughter,0.9429576346759783,Undirected
84740,D,D,Frank Pallone,Adam Smith,0.8076685680880635,Undirected
84743,D,D,Frank Pallone,Janice Schakowsky,0.9294702794198517,Undirected
84745,D,D,Frank Pallone,Adam Schiff,0.921364817924001,Undirected
84747,D,D,Frank Pallone,Linda Sánchez,0.9339119425161919,Undirected
84748,D,D,Frank Pallone,David Scott,0.8915980383566642,Undirected
84749,D,D,Frank Pallone,Albio Sires,0.9321747079384375,Undirected
84750,D,D,Frank Pallone,John Sarbanes,0.950985986701615,Undirected
84752,D,D,Frank Pallone,Jackie Speier,0.8845049044330804,Undirected
84755,D,D,Frank Pallone,Kurt Schrader,0.8309861473399507,Undirected
84757,D,D,Frank Pallone,Terri Sewell,0.8470112884673276,Undirected
84761,D,D,Frank Pallone,Kyrsten Sinema,0.6731479400154894,Undirected
84763,D,D,Frank Pallone,Eric Swalwell,0.9178056014469114,Undirected
84766,D,D,Frank Pallone,Bennie Thompson,0.9069828069739605,Undirected
84768,D,D,Frank Pallone,Mike Thompson,0.9041757105784578,Undirected
84771,D,D,Frank Pallone,Niki Tsongas,0.8899137126221911,Undirected
84773,D,D,Frank Pallone,Dina Titus,0.8978849648883048,Undirected
84774,D,D,Frank Pallone,Paul Tonko,0.9170868979160262,Undirected
84776,D,D,Frank Pallone,Mark Takano,0.927594864716933,Undirected
84777,D,D,Frank Pallone,Mark Takai,0.8942391478515093,Undirected
84778,D,D,Frank Pallone,Norma Torres,0.9063401867563465,Undirected
84781,D,D,Frank Pallone,Nydia Velázquez,0.7835568304970629,Undirected
84782,D,D,Frank Pallone,Peter Visclosky,0.8724508707364342,Undirected
84783,D,D,Frank Pallone,Chris Van Hollen,0.9237563294733315,Undirected
84785,D,D,Frank Pallone,Juan Vargas,0.9292864301081968,Undirected
84786,D,D,Frank Pallone,Marc Veasey,0.9230872573208075,Undirected
84787,D,D,Frank Pallone,Filemon Vela,0.8556263409341301,Undirected
84788,D,D,Frank Pallone,Maxine Waters,0.893666917189353,Undirected
84793,D,D,Frank Pallone,Debbie Wasserman Schultz,0.8376520490220399,Undirected
84795,D,D,Frank Pallone,Timothy Walz,0.8451867438192101,Undirected
84796,D,D,Frank Pallone,Peter Welch,0.8971512778510231,Undirected
84799,D,D,Frank Pallone,Frederica Wilson,0.8590984029001831,Undirected
84810,D,D,Frank Pallone,Bonnie Watson Coleman,0.9394763474508983,Undirected
84812,D,D,Frank Pallone,John Yarmuth,0.9041077509187087,Undirected
84819,D,D,Bill Pascrell,Nancy Pelosi,0.9098731195880099,Undirected
84820,D,D,Bill Pascrell,Collin Peterson,0.6422602488825764,Undirected
84822,D,D,Bill Pascrell,David Price,0.9099104120335781,Undirected
84826,D,D,Bill Pascrell,Ed Perlmutter,0.8892332320546807,Undirected
84828,D,D,Bill Pascrell,Chellie Pingree,0.899913767037884,Undirected
84829,D,D,Bill Pascrell,Jared Polis,0.8471695883535697,Undirected
84833,D,D,Bill Pascrell,Donald Payne,0.8401415525695228,Undirected
84836,D,D,Bill Pascrell,Mark Pocan,0.8925807053112871,Undirected
84837,D,D,Bill Pascrell,Scott Peters,0.8301212689283186,Undirected
84840,D,D,Bill Pascrell,Mike Quigley,0.9083941728302425,Undirected
84841,D,D,Bill Pascrell,Charles Rangel,0.8893978169640502,Undirected
84845,D,D,Bill Pascrell,Lucille Roybal-Allard,0.9034407560340664,Undirected
84847,D,D,Bill Pascrell,Bobby Rush,0.8587460774661708,Undirected
84850,D,D,Bill Pascrell,C. Ruppersberger,0.8065629506590812,Undirected
84851,D,D,Bill Pascrell,Tim Ryan,0.8856897662228984,Undirected
84859,D,D,Bill Pascrell,Cedric Richmond,0.8903872565653801,Undirected
84866,D,D,Bill Pascrell,Raul Ruiz,0.80587933287313,Undirected
84868,D,D,Bill Pascrell,Kathleen Rice,0.8814163811117011,Undirected
84872,D,D,Bill Pascrell,Loretta Sanchez,0.872849205513353,Undirected
84874,D,D,Bill Pascrell,Robert Scott,0.8550988478358548,Undirected
84876,D,D,Bill Pascrell,José Serrano,0.8907573557431613,Undirected
84878,D,D,Bill Pascrell,Brad Sherman,0.9065629299019742,Undirected
84880,D,D,Bill Pascrell,Louise Slaughter,0.882186003405445,Undirected
84881,D,D,Bill Pascrell,Adam Smith,0.8211674061040202,Undirected
84884,D,D,Bill Pascrell,Janice Schakowsky,0.9020259819823921,Undirected
84886,D,D,Bill Pascrell,Adam Schiff,0.9114455500159264,Undirected
84888,D,D,Bill Pascrell,Linda Sánchez,0.9148848517560658,Undirected
84889,D,D,Bill Pascrell,David Scott,0.8869740504632554,Undirected
84890,D,D,Bill Pascrell,Albio Sires,0.9155645373189061,Undirected
84891,D,D,Bill Pascrell,John Sarbanes,0.8929906915843685,Undirected
84893,D,D,Bill Pascrell,Jackie Speier,0.8617215867395946,Undirected
84896,D,D,Bill Pascrell,Kurt Schrader,0.8103848052200313,Undirected
84898,D,D,Bill Pascrell,Terri Sewell,0.8361229255699547,Undirected
84902,D,D,Bill Pascrell,Kyrsten Sinema,0.6869900320857747,Undirected
84904,D,D,Bill Pascrell,Eric Swalwell,0.891411989673025,Undirected
84907,D,D,Bill Pascrell,Bennie Thompson,0.9053263406210157,Undirected
84909,D,D,Bill Pascrell,Mike Thompson,0.8830166638597259,Undirected
84912,D,D,Bill Pascrell,Niki Tsongas,0.8667869287718519,Undirected
84914,D,D,Bill Pascrell,Dina Titus,0.875687166636071,Undirected
84915,D,D,Bill Pascrell,Paul Tonko,0.8753135592739236,Undirected
84917,D,D,Bill Pascrell,Mark Takano,0.9056234123866921,Undirected
84918,D,D,Bill Pascrell,Mark Takai,0.8919156663317271,Undirected
84919,D,D,Bill Pascrell,Norma Torres,0.9058490851510773,Undirected
84922,D,D,Bill Pascrell,Nydia Velázquez,0.7385868085633522,Undirected
84923,D,D,Bill Pascrell,Peter Visclosky,0.8913916495027085,Undirected
84924,D,D,Bill Pascrell,Chris Van Hollen,0.9123005582249524,Undirected
84926,D,D,Bill Pascrell,Juan Vargas,0.8947035566443821,Undirected
84927,D,D,Bill Pascrell,Marc Veasey,0.8887095044495537,Undirected
84928,D,D,Bill Pascrell,Filemon Vela,0.8363423365642075,Undirected
84929,D,D,Bill Pascrell,Maxine Waters,0.8726495290596739,Undirected
84934,D,D,Bill Pascrell,Debbie Wasserman Schultz,0.8693852552472464,Undirected
84936,D,D,Bill Pascrell,Timothy Walz,0.8517313753260616,Undirected
84937,D,D,Bill Pascrell,Peter Welch,0.8658653508763254,Undirected
84940,D,D,Bill Pascrell,Frederica Wilson,0.8595716053848086,Undirected
84951,D,D,Bill Pascrell,Bonnie Watson Coleman,0.8636666702097533,Undirected
84953,D,D,Bill Pascrell,John Yarmuth,0.8879135107426137,Undirected
84960,D,D,Nancy Pelosi,Collin Peterson,0.6542331108298016,Undirected
84962,D,D,Nancy Pelosi,David Price,0.9320651563390717,Undirected
84966,D,D,Nancy Pelosi,Ed Perlmutter,0.8937318064265977,Undirected
84968,D,D,Nancy Pelosi,Chellie Pingree,0.9234395231587469,Undirected
84969,D,D,Nancy Pelosi,Jared Polis,0.8607752109992041,Undirected
84973,D,D,Nancy Pelosi,Donald Payne,0.8401625115407673,Undirected
84976,D,D,Nancy Pelosi,Mark Pocan,0.924862978861364,Undirected
84977,D,D,Nancy Pelosi,Scott Peters,0.8292610213498939,Undirected
84980,D,D,Nancy Pelosi,Mike Quigley,0.9186227615600534,Undirected
84981,D,D,Nancy Pelosi,Charles Rangel,0.9078421829079855,Undirected
84985,D,D,Nancy Pelosi,Lucille Roybal-Allard,0.9290229996361385,Undirected
84987,D,D,Nancy Pelosi,Bobby Rush,0.8771369687490476,Undirected
84990,D,D,Nancy Pelosi,C. Ruppersberger,0.8235817167809747,Undirected
84991,D,D,Nancy Pelosi,Tim Ryan,0.9022487172240106,Undirected
84999,D,D,Nancy Pelosi,Cedric Richmond,0.8957608707120004,Undirected
85006,D,D,Nancy Pelosi,Raul Ruiz,0.8352392931108241,Undirected
85008,D,D,Nancy Pelosi,Kathleen Rice,0.865726571908692,Undirected
85012,D,D,Nancy Pelosi,Loretta Sanchez,0.8790236119723176,Undirected
85014,D,D,Nancy Pelosi,Robert Scott,0.8822863109356553,Undirected
85016,D,D,Nancy Pelosi,José Serrano,0.938291703330292,Undirected
85018,D,D,Nancy Pelosi,Brad Sherman,0.9186764234779856,Undirected
85020,D,D,Nancy Pelosi,Louise Slaughter,0.8919154029916572,Undirected
85021,D,D,Nancy Pelosi,Adam Smith,0.8408192581507703,Undirected
85024,D,D,Nancy Pelosi,Janice Schakowsky,0.9020166378663611,Undirected
85026,D,D,Nancy Pelosi,Adam Schiff,0.9444425399811867,Undirected
85028,D,D,Nancy Pelosi,Linda Sánchez,0.9168587577302826,Undirected
85029,D,D,Nancy Pelosi,David Scott,0.9120537924385588,Undirected
85030,D,D,Nancy Pelosi,Albio Sires,0.9047817791597998,Undirected
85031,D,D,Nancy Pelosi,John Sarbanes,0.9194783799924878,Undirected
85033,D,D,Nancy Pelosi,Jackie Speier,0.8708103638187561,Undirected
85036,D,D,Nancy Pelosi,Kurt Schrader,0.779666909872868,Undirected
85038,D,D,Nancy Pelosi,Terri Sewell,0.8487311542326694,Undirected
85042,D,D,Nancy Pelosi,Kyrsten Sinema,0.6812997075920653,Undirected
85044,D,D,Nancy Pelosi,Eric Swalwell,0.9057892863941968,Undirected
85047,D,D,Nancy Pelosi,Bennie Thompson,0.9036169385700532,Undirected
85049,D,D,Nancy Pelosi,Mike Thompson,0.8884232568341572,Undirected
85052,D,D,Nancy Pelosi,Niki Tsongas,0.8940919416242323,Undirected
85054,D,D,Nancy Pelosi,Dina Titus,0.9098239225774438,Undirected
85055,D,D,Nancy Pelosi,Paul Tonko,0.9106715326653596,Undirected
85057,D,D,Nancy Pelosi,Mark Takano,0.939471193530184,Undirected
85058,D,D,Nancy Pelosi,Mark Takai,0.9295130566295982,Undirected
85059,D,D,Nancy Pelosi,Norma Torres,0.9052004708393054,Undirected
85062,D,D,Nancy Pelosi,Nydia Velázquez,0.7593749116376425,Undirected
85063,D,D,Nancy Pelosi,Peter Visclosky,0.8701824283833566,Undirected
85064,D,D,Nancy Pelosi,Chris Van Hollen,0.9338358863331471,Undirected
85066,D,D,Nancy Pelosi,Juan Vargas,0.9132795307116842,Undirected
85067,D,D,Nancy Pelosi,Marc Veasey,0.9010683355033825,Undirected
85068,D,D,Nancy Pelosi,Filemon Vela,0.8444941691114541,Undirected
85069,D,D,Nancy Pelosi,Maxine Waters,0.8947737323370382,Undirected
85074,D,D,Nancy Pelosi,Debbie Wasserman Schultz,0.8733279772473046,Undirected
85076,D,D,Nancy Pelosi,Timothy Walz,0.8849628695757747,Undirected
85077,D,D,Nancy Pelosi,Peter Welch,0.8855436259290006,Undirected
85080,D,D,Nancy Pelosi,Frederica Wilson,0.8641427557752988,Undirected
85091,D,D,Nancy Pelosi,Bonnie Watson Coleman,0.8790888914178012,Undirected
85093,D,D,Nancy Pelosi,John Yarmuth,0.911605385946846,Undirected
85101,D,D,Collin Peterson,David Price,0.6435595971104515,Undirected
85105,D,D,Collin Peterson,Ed Perlmutter,0.6682915963491058,Undirected
85107,D,D,Collin Peterson,Chellie Pingree,0.6419481127995571,Undirected
85108,D,D,Collin Peterson,Jared Polis,0.6146446547876547,Undirected
85112,D,D,Collin Peterson,Donald Payne,0.6269322163126645,Undirected
85115,D,D,Collin Peterson,Mark Pocan,0.6371607822880585,Undirected
85116,D,D,Collin Peterson,Scott Peters,0.6903119621799804,Undirected
85119,D,D,Collin Peterson,Mike Quigley,0.6357813864015609,Undirected
85120,D,D,Collin Peterson,Charles Rangel,0.6335513662289638,Undirected
85124,D,D,Collin Peterson,Lucille Roybal-Allard,0.6816522458190986,Undirected
85126,D,D,Collin Peterson,Bobby Rush,0.654852706076611,Undirected
85129,D,D,Collin Peterson,C. Ruppersberger,0.6445925383385753,Undirected
85130,D,D,Collin Peterson,Tim Ryan,0.6776143734935074,Undirected
85138,D,D,Collin Peterson,Cedric Richmond,0.6742167813323361,Undirected
85145,D,D,Collin Peterson,Raul Ruiz,0.6262417138497223,Undirected
85147,D,D,Collin Peterson,Kathleen Rice,0.679525701656708,Undirected
85151,D,D,Collin Peterson,Loretta Sanchez,0.6702736836480212,Undirected
85153,D,D,Collin Peterson,Robert Scott,0.6193563184844979,Undirected
85155,D,D,Collin Peterson,José Serrano,0.6429369757109956,Undirected
85157,D,D,Collin Peterson,Brad Sherman,0.6514996776541888,Undirected
85159,D,D,Collin Peterson,Louise Slaughter,0.6797746592626155,Undirected
85160,D,D,Collin Peterson,Adam Smith,0.6234457336672063,Undirected
85163,D,D,Collin Peterson,Janice Schakowsky,0.6621034561694918,Undirected
85165,D,D,Collin Peterson,Adam Schiff,0.6620688004340228,Undirected
85167,D,D,Collin Peterson,Linda Sánchez,0.6672831141916762,Undirected
85168,D,D,Collin Peterson,David Scott,0.6666408007451572,Undirected
85169,D,D,Collin Peterson,Albio Sires,0.6720681974793221,Undirected
85170,D,D,Collin Peterson,John Sarbanes,0.6888692162380973,Undirected
85172,D,D,Collin Peterson,Jackie Speier,0.626294434968641,Undirected
85175,D,D,Collin Peterson,Kurt Schrader,0.6838958703244051,Undirected
85177,D,D,Collin Peterson,Terri Sewell,0.6988268521713098,Undirected
85181,D,D,Collin Peterson,Kyrsten Sinema,0.6692461883048304,Undirected
85183,D,D,Collin Peterson,Eric Swalwell,0.6820353656498959,Undirected
85186,D,D,Collin Peterson,Bennie Thompson,0.6823975267588858,Undirected
85188,D,D,Collin Peterson,Mike Thompson,0.668653592211669,Undirected
85191,D,D,Collin Peterson,Niki Tsongas,0.6223914730279334,Undirected
85193,D,D,Collin Peterson,Dina Titus,0.6506856817597744,Undirected
85194,D,D,Collin Peterson,Paul Tonko,0.6482624308315643,Undirected
85196,D,D,Collin Peterson,Mark Takano,0.6390642767363758,Undirected
85197,D,D,Collin Peterson,Mark Takai,0.6470429000033966,Undirected
85198,D,D,Collin Peterson,Norma Torres,0.6887405523143224,Undirected
85201,D,D,Collin Peterson,Nydia Velázquez,0.5985430091810339,Undirected
85202,D,D,Collin Peterson,Peter Visclosky,0.671070439527027,Undirected
85203,D,D,Collin Peterson,Chris Van Hollen,0.6451333185497894,Undirected
85205,D,D,Collin Peterson,Juan Vargas,0.7022837072935075,Undirected
85206,D,D,Collin Peterson,Marc Veasey,0.7065920956865119,Undirected
85207,D,D,Collin Peterson,Filemon Vela,0.6912110898516106,Undirected
85208,D,D,Collin Peterson,Maxine Waters,0.632494919609073,Undirected
85213,D,D,Collin Peterson,Debbie Wasserman Schultz,0.6147079542844807,Undirected
85215,D,D,Collin Peterson,Timothy Walz,0.7259114353177512,Undirected
85216,D,D,Collin Peterson,Peter Welch,0.6234229166509881,Undirected
85219,D,D,Collin Peterson,Frederica Wilson,0.6372464633757833,Undirected
85230,D,D,Collin Peterson,Bonnie Watson Coleman,0.6463355913054923,Undirected
85232,D,D,Collin Peterson,John Yarmuth,0.6425954535806819,Undirected
85380,D,D,David Price,Ed Perlmutter,0.8812619847878513,Undirected
85382,D,D,David Price,Chellie Pingree,0.927007468699551,Undirected
85383,D,D,David Price,Jared Polis,0.8660728329830188,Undirected
85387,D,D,David Price,Donald Payne,0.844837573862338,Undirected
85390,D,D,David Price,Mark Pocan,0.9249489109332377,Undirected
85391,D,D,David Price,Scott Peters,0.8194102877908165,Undirected
85394,D,D,David Price,Mike Quigley,0.9284098641800566,Undirected
85395,D,D,David Price,Charles Rangel,0.9023507041860026,Undirected
85399,D,D,David Price,Lucille Roybal-Allard,0.9079889945460615,Undirected
85401,D,D,David Price,Bobby Rush,0.876578566945291,Undirected
85404,D,D,David Price,C. Ruppersberger,0.8220697299225304,Undirected
85405,D,D,David Price,Tim Ryan,0.9104989006936997,Undirected
85413,D,D,David Price,Cedric Richmond,0.899667667299953,Undirected
85420,D,D,David Price,Raul Ruiz,0.8508870713414256,Undirected
85422,D,D,David Price,Kathleen Rice,0.8685727936625401,Undirected
85426,D,D,David Price,Loretta Sanchez,0.8605909092265686,Undirected
85428,D,D,David Price,Robert Scott,0.8654489014893881,Undirected
85430,D,D,David Price,José Serrano,0.9345219775498954,Undirected
85432,D,D,David Price,Brad Sherman,0.9259454765823902,Undirected
85434,D,D,David Price,Louise Slaughter,0.8770546649538176,Undirected
85435,D,D,David Price,Adam Smith,0.8366979357689655,Undirected
85438,D,D,David Price,Janice Schakowsky,0.9015910561815075,Undirected
85440,D,D,David Price,Adam Schiff,0.9321573588858476,Undirected
85442,D,D,David Price,Linda Sánchez,0.9093716182471854,Undirected
85443,D,D,David Price,David Scott,0.8991313277300249,Undirected
85444,D,D,David Price,Albio Sires,0.9143945870316668,Undirected
85445,D,D,David Price,John Sarbanes,0.9123699691425047,Undirected
85447,D,D,David Price,Jackie Speier,0.8729776900893248,Undirected
85450,D,D,David Price,Kurt Schrader,0.7937672157814795,Undirected
85452,D,D,David Price,Terri Sewell,0.8540205973401579,Undirected
85456,D,D,David Price,Kyrsten Sinema,0.6990626871699941,Undirected
85458,D,D,David Price,Eric Swalwell,0.8991685522009262,Undirected
85461,D,D,David Price,Bennie Thompson,0.8997644896583706,Undirected
85463,D,D,David Price,Mike Thompson,0.892539537180824,Undirected
85466,D,D,David Price,Niki Tsongas,0.874732061908301,Undirected
85468,D,D,David Price,Dina Titus,0.9104779723718613,Undirected
85469,D,D,David Price,Paul Tonko,0.8984427029760851,Undirected
85471,D,D,David Price,Mark Takano,0.9290754523366263,Undirected
85472,D,D,David Price,Mark Takai,0.9139718600587472,Undirected
85473,D,D,David Price,Norma Torres,0.8884676930939291,Undirected
85476,D,D,David Price,Nydia Velázquez,0.7595342104727492,Undirected
85477,D,D,David Price,Peter Visclosky,0.8641580562959528,Undirected
85478,D,D,David Price,Chris Van Hollen,0.9227840746520246,Undirected
85480,D,D,David Price,Juan Vargas,0.9027832084214493,Undirected
85481,D,D,David Price,Marc Veasey,0.8916821922413267,Undirected
85482,D,D,David Price,Filemon Vela,0.8439790871732076,Undirected
85483,D,D,David Price,Maxine Waters,0.8942054582204508,Undirected
85488,D,D,David Price,Debbie Wasserman Schultz,0.8820815645529547,Undirected
85490,D,D,David Price,Timothy Walz,0.8774764784481335,Undirected
85491,D,D,David Price,Peter Welch,0.8868762001839783,Undirected
85494,D,D,David Price,Frederica Wilson,0.8676994133157977,Undirected
85505,D,D,David Price,Bonnie Watson Coleman,0.8822491640730425,Undirected
85507,D,D,David Price,John Yarmuth,0.9183081843121184,Undirected
85920,D,D,Ed Perlmutter,Chellie Pingree,0.890645204734791,Undirected
85921,D,D,Ed Perlmutter,Jared Polis,0.8540998494163905,Undirected
85925,D,D,Ed Perlmutter,Donald Payne,0.8046581682692748,Undirected
85928,D,D,Ed Perlmutter,Mark Pocan,0.8699303765520261,Undirected
85929,D,D,Ed Perlmutter,Scott Peters,0.8273131836933405,Undirected
85932,D,D,Ed Perlmutter,Mike Quigley,0.8873564044579207,Undirected
85933,D,D,Ed Perlmutter,Charles Rangel,0.874845902268673,Undirected
85937,D,D,Ed Perlmutter,Lucille Roybal-Allard,0.8792820102806926,Undirected
85939,D,D,Ed Perlmutter,Bobby Rush,0.8299722669379834,Undirected
85942,D,D,Ed Perlmutter,C. Ruppersberger,0.8715920133346675,Undirected
85943,D,D,Ed Perlmutter,Tim Ryan,0.8619757107074085,Undirected
85951,D,D,Ed Perlmutter,Cedric Richmond,0.8953956748931019,Undirected
85958,D,D,Ed Perlmutter,Raul Ruiz,0.8091728071686966,Undirected
85960,D,D,Ed Perlmutter,Kathleen Rice,0.8766770665650611,Undirected
85964,D,D,Ed Perlmutter,Loretta Sanchez,0.8648662064985969,Undirected
85966,D,D,Ed Perlmutter,Robert Scott,0.8478826413074658,Undirected
85968,D,D,Ed Perlmutter,José Serrano,0.8879186346618275,Undirected
85970,D,D,Ed Perlmutter,Brad Sherman,0.8669428652000166,Undirected
85972,D,D,Ed Perlmutter,Louise Slaughter,0.8577034169678299,Undirected
85973,D,D,Ed Perlmutter,Adam Smith,0.8078616710765242,Undirected
85976,D,D,Ed Perlmutter,Janice Schakowsky,0.8502082653836174,Undirected
85978,D,D,Ed Perlmutter,Adam Schiff,0.8944765704606419,Undirected
85980,D,D,Ed Perlmutter,Linda Sánchez,0.8888541454297625,Undirected
85981,D,D,Ed Perlmutter,David Scott,0.8733424335271356,Undirected
85982,D,D,Ed Perlmutter,Albio Sires,0.8624923666352915,Undirected
85983,D,D,Ed Perlmutter,John Sarbanes,0.8659717252359284,Undirected
85985,D,D,Ed Perlmutter,Jackie Speier,0.851808124148181,Undirected
85988,D,D,Ed Perlmutter,Kurt Schrader,0.8092092752477236,Undirected
85990,D,D,Ed Perlmutter,Terri Sewell,0.815712018453961,Undirected
85994,D,D,Ed Perlmutter,Kyrsten Sinema,0.7395145509555541,Undirected
85996,D,D,Ed Perlmutter,Eric Swalwell,0.8875440190999038,Undirected
